destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
No Urgent Place,Alone,Sunny,55.0,6PM,Coffee House,2h,Female,46,Unmarried partner,0.0,Graduate degree (Masters or Doctorate),Unemployed,$100000 or More,,never,less1,less1,1~3,less1,1,0,0,0,1,1
Home,Alone,Sunny,80.0,6PM,Coffee House,2h,Female,31,Single,0.0,High School Graduate,Healthcare Support,$25000 - $37499,,never,1~3,1~3,1~3,1~3,1,0,0,0,1,1
Work,Alone,Sunny,80.0,7AM,Restaurant(<20),1d,,,Married partner,1.0,Bachelors degree,Computer & Mathematical,$100000 or More,,less1,never,1~3,less1,less1,1,0,0,0,1,0
Work,Alone,Snowy,30.0,7AM,Coffee House,1d,Male,41,Married partner,1.0,Some college - no degree,Business & Financial,$100000 or More,,less1,less1,1~3,1~3,less1,1,0,0,1,0,0
No Urgent Place,Partner,Snowy,30.0,10AM,Restaurant(<20),1d,Female,41,Married partner,1.0,Graduate degree (Masters or Doctorate),Management,$75000 - $87499,,less1,1~3,4~8,1~3,never,1,0,0,0,1,1
Work,Alone,Sunny,80.0,7AM,Coffee House,1d,Male,26,Single,0.0,Bachelors degree,Community & Social Services,$25000 - $37499,,4~8,4~8,1~3,4~8,1~3,1,0,0,1,0,0
Home,Alone,Sunny,30.0,6PM,Carry out & Take away,2h,Female,50plus,Married partner,1.0,Bachelors degree,Education&Training&Library,$12500 - $24999,,less1,4~8,4~8,gt8,less1,1,1,0,1,0,1
Work,Alone,Snowy,30.0,7AM,Restaurant(<20),2h,Male,26,Single,0.0,Bachelors degree,Sales & Related,$75000 - $87499,,never,never,less1,less1,less1,1,1,1,0,1,1
Home,Alone,Sunny,80.0,6PM,Coffee House,2h,Female,26,Single,0.0,Bachelors degree,Unemployed,Less than $12500,,4~8,1~3,gt8,4~8,1~3,1,0,0,0,1,1
No Urgent Place,Alone,Sunny,999.0,10AM,Bar,1d,Female,26,Unmarried partner,0.0,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,,never,1~3,1~3,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,10PM,Bar,1d,Female,41,Married partner,1.0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,less1,4~8,gt8,1~3,less1,1,1,0,0,1,0
Work,Alone,Snowy,30.0,7AM,Restaurant(20-50),1d,Male,21,Unmarried partner,0.0,Some college - no degree,Sales & Related,$50000 - $62499,,less1,never,1~3,4~8,1~3,1,1,1,0,1,0
No Urgent Place,Partner,Sunny,80.0,10AM,Coffee House,1d,Female,26,Married partner,0.0,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,4~8,1~3,4~8,4~8,1~3,1,0,0,0,1,1
Work,Alone,Sunny,55.0,7AM,Bar,1d,Female,below21,Single,0.0,Some college - no degree,Student,$100000 or More,,never,1~3,4~8,4~8,1~3,1,1,1,0,1,0
Work,Alone,Rainy,55.0,7AM,Restaurant(<20),2h,Female,36,Married partner,1.0,Associates degree,Healthcare Practitioners & Technical,$75000 - $87499,,less1,never,4~8,1~3,less1,1,1,1,0,1,1
Work,Alone,Sunny,999.0,7AM,Carry out & Take away,2h,Female,31,Married partner,1.0,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,0,0,1,0,1
Work,Alone,Rainy,55.0,7AM,Bar,1d,Male,21,Single,0.0,Bachelors degree,Legal,$87500 - $99999,,1~3,never,less1,less1,less1,1,1,1,0,1,1
No Urgent Place,Friend(s),Sunny,,10AM,Restaurant(<20),2h,Male,26,Single,1.0,Some High School,Installation Maintenance & Repair,$12500 - $24999,,4~8,1~3,1~3,4~8,4~8,1,1,0,0,1,1
Work,Alone,Rainy,55.0,7AM,Restaurant(<20),2h,Male,31,Married partner,1.0,Some college - no degree,Construction & Extraction,$37500 - $49999,,never,never,4~8,4~8,1~3,1,1,1,0,1,1
No Urgent Place,Alone,Rainy,55.0,10AM,Coffee House,1d,Female,31,Unmarried partner,0.0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$50000 - $62499,,less1,1~3,less1,1~3,less1,1,1,0,0,1,1
Home,Alone,Sunny,55.0,6PM,Restaurant(20-50),1d,Male,41,Married partner,1.0,Graduate degree (Masters or Doctorate),Architecture & Engineering,$100000 or More,,less1,1~3,1~3,gt8,never,1,1,0,0,1,0
Work,Alone,Snowy,30.0,7AM,Restaurant(<20),1d,Male,21,Single,0.0,Bachelors degree,Legal,$87500 - $99999,,1~3,less1,less1,less1,less1,1,1,0,0,1,1
Home,Alone,Sunny,80.0,6PM,Coffee House,1d,Female,46,Single,,Some college - no degree,Protective Service,$25000 - $37499,,1~3,never,4~8,1~3,1~3,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,10AM,Coffee House,2h,Male,41,Divorced,1.0,Some college - no degree,Transportation & Material Moving,$50000 - $62499,,less1,less1,1~3,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Alone,Sunny,55.0,6PM,Coffee House,2h,Female,31,Married partner,0.0,Some college - no degree,Computer & Mathematical,$100000 or More,,less1,less1,gt8,4~8,less1,1,0,0,0,1,0
Work,Alone,Sunny,80.0,7AM,Carry out & Take away,1d,Male,36,Married partner,1.0,Graduate degree (Masters or Doctorate),Transportation & Material Moving,$87500 - $99999,,less1,less1,less1,1~3,less1,1,0,0,1,0,1
No Urgent Place,Friend(s),Sunny,55.0,2PM,Coffee House,1d,Female,below21,Unmarried partner,0.0,Some college - no degree,Student,$25000 - $37499,,never,1~3,1~3,4~8,1~3,1,0,0,0,1,1
No Urgent Place,Alone,Sunny,80.0,2PM,Restaurant(<20),2h,Male,below21,Single,0.0,Some college - no degree,Student,Less than $12500,,never,less1,gt8,1~3,never,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,55.0,6PM,Coffee House,2h,Female,below21,Single,0.0,Some college - no degree,Healthcare Support,Less than $12500,,never,1~3,less1,4~8,less1,1,0,0,0,1,0
Work,Alone,Rainy,55.0,7AM,Carry out & Take away,2h,Female,50plus,Married partner,0.0,Bachelors degree,Sales & Related,$50000 - $62499,,1~3,4~8,less1,1~3,less1,1,1,0,1,0,0
No Urgent Place,Friend(s),Sunny,80.0,6PM,Coffee House,1d,Male,26,Married partner,0.0,Bachelors degree,Computer & Mathematical,$50000 - $62499,,less1,less1,1~3,less1,less1,1,0,0,0,1,1
Work,Alone,Sunny,80.0,7AM,Restaurant(<20),1d,Female,36,Unmarried partner,1.0,Some college - no degree,Computer & Mathematical,$12500 - $24999,,never,1~3,less1,1~3,4~8,1,0,0,1,0,1
No Urgent Place,Kid(s),Sunny,80.0,2PM,Restaurant(20-50),1d,Female,31,Unmarried partner,1.0,Bachelors degree,Computer & Mathematical,$62500 - $74999,,never,4~8,4~8,gt8,4~8,1,0,0,0,1,0
No Urgent Place,Kid(s),Snowy,30.0,6PM,Bar,1d,Female,50plus,Married partner,1.0,Some college - no degree,Personal Care & Service,$87500 - $99999,,never,gt8,less1,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,10AM,Coffee House,2h,Female,26,Married partner,1.0,Some college - no degree,Management,$25000 - $37499,,less1,1~3,1~3,4~8,1~3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,30.0,10AM,Carry out & Take away,2h,Female,41,Married partner,0.0,Some college - no degree,Arts Design Entertainment Sports & Media,$87500 - $99999,,1~3,1~3,4~8,4~8,1~3,1,0,0,0,1,0
Home,Alone,Sunny,80.0,10PM,Restaurant(20-50),1d,Male,21,Single,0.0,Bachelors degree,Student,$25000 - $37499,,1~3,4~8,1~3,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,10PM,Coffee House,1d,Male,21,Single,0.0,Some college - no degree,Student,$12500 - $24999,,1~3,less1,4~8,less1,never,1,1,0,0,1,1
Home,Alone,Sunny,55.0,6PM,Bar,1d,Female,41,Married partner,1.0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,less1,gt8,4~8,gt8,less1,1,0,0,1,0,1
No Urgent Place,Kid(s),Sunny,80.0,10AM,Bar,1d,Male,36,Unmarried partner,1.0,Some college - no degree,Unemployed,$87500 - $99999,,1~3,less1,4~8,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,30.0,10PM,Carry out & Take away,1d,Male,below21,Single,0.0,Some college - no degree,Student,$37500 - $49999,,never,never,never,less1,less1,1,1,0,0,1,1
No Urgent Place,Alone,Rainy,999.0,2PM,Carry out & Take away,2h,Female,36,Single,0.0,High School Graduate,Food Preparation & Serving Related,$12500 - $24999,,less1,less1,1~3,less1,less1,1,0,0,0,1,1
Work,Alone,Sunny,80.0,7AM,Carry out & Take away,2h,Male,50plus,Married partner,1.0,Some college - no degree,Retired,$87500 - $99999,,never,never,1~3,1~3,less1,1,0,0,1,0,0
Work,Alone,Rainy,55.0,7AM,Carry out & Take away,2h,Male,26,Married partner,1.0,Bachelors degree,Management,$12500 - $24999,,1~3,4~8,1~3,1~3,,1,1,0,1,0,0
Home,Alone,Sunny,55.0,6PM,Restaurant(20-50),1d,Male,41,Single,0.0,High School Graduate,Installation Maintenance & Repair,$12500 - $24999,,less1,1~3,1~3,less1,never,1,1,0,0,1,0
Home,Alone,Snowy,30.0,10PM,Restaurant(20-50),2h,Male,46,Married partner,1.0,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80.0,2PM,Coffee House,1d,Male,26,Single,0.0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,0,0,0,1,1
Home,Alone,Sunny,55.0,6PM,Restaurant(20-50),1d,Female,21,Unmarried partner,0.0,Associates degree,Student,$75000 - $87499,,never,less1,1~3,1~3,less1,1,1,0,0,1,1
Work,Alone,Rainy,55.0,7AM,Carry out & Take away,2h,Female,26,Unmarried partner,0.0,Bachelors degree,Community & Social Services,$37500 - $49999,,less1,never,1~3,less1,never,1,1,0,1,0,0
Work,Alone,Rainy,55.0,7AM,Restaurant(<20),2h,Male,46,Married partner,1.0,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,1,0,1,0
Home,Alone,Sunny,999.0,6PM,Coffee House,2h,Male,50plus,Married partner,1.0,Bachelors degree,Retired,$87500 - $99999,,never,never,less1,1~3,less1,1,0,0,0,1,0
Work,Alone,Sunny,80.0,7AM,Carry out & Take away,1d,Male,36,Single,0.0,Some college - no degree,Computer & Mathematical,$37500 - $49999,,less1,1~3,4~8,1~3,less1,1,1,1,0,1,1
Work,Alone,Rainy,55.0,7AM,Carry out & Take away,2h,Female,31,Married partner,1.0,Graduate degree (Masters or Doctorate),Student,$25000 - $37499,,never,gt8,4~8,1~3,less1,1,1,0,1,0,0
No Urgent Place,Friend(s),Sunny,80.0,2PM,Restaurant(20-50),2h,Female,31,Married partner,1.0,Graduate degree (Masters or Doctorate),Education&Training&Library,$12500 - $24999,,never,1~3,less1,1~3,1~3,1,1,0,0,1,1
Work,Alone,Sunny,55.0,7AM,Coffee House,2h,Male,50plus,Unmarried partner,0.0,Bachelors degree,Retired,$100000 or More,,never,never,1~3,gt8,never,1,1,0,0,1,0
Home,Alone,Snowy,30.0,10PM,Restaurant(20-50),2h,Male,50plus,Married partner,1.0,Associates degree,Retired,$37500 - $49999,,never,never,4~8,4~8,never,1,0,0,0,1,0
Home,Alone,Sunny,55.0,6PM,Restaurant(20-50),1d,Female,36,Married partner,1.0,Bachelors degree,Unemployed,$87500 - $99999,,less1,1~3,1~3,less1,less1,1,1,0,0,1,0
No Urgent Place,Kid(s),Sunny,999.0,10AM,Coffee House,1d,Female,21,Married partner,1.0,Associates degree,Unemployed,$50000 - $62499,,never,1~3,1~3,1~3,1~3,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,80.0,2PM,Restaurant(<20),2h,Male,31,Single,0.0,High School Graduate,Production Occupations,$25000 - $37499,,1~3,never,4~8,1~3,less1,1,1,0,0,1,1
Home,Kid(s),Sunny,55.0,10PM,Restaurant(20-50),1d,Male,31,Married partner,1.0,Bachelors degree,Computer & Mathematical,$75000 - $87499,,1~3,never,less1,less1,less1,1,1,0,1,0,1
No Urgent Place,Kid(s),Sunny,55.0,2PM,Restaurant(<20),1d,Female,41,Married partner,1.0,Bachelors degree,Education&Training&Library,$100000 or More,,less1,1~3,1~3,4~8,less1,1,1,0,0,1,1
Home,Alone,Sunny,80.0,6PM,Coffee House,2h,Female,31,Married partner,1.0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,never,1~3,4~8,4~8,never,1,1,1,0,1,1
No Urgent Place,Friend(s),Sunny,30.0,10AM,Carry out & Take away,2h,Male,50plus,Single,0.0,Bachelors degree,Management,$100000 or More,,1~3,4~8,4~8,1~3,less1,1,0,0,0,1,1
Work,Alone,Sunny,999.0,7AM,Carry out & Take away,2h,Female,41,Divorced,1.0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,never,gt8,less1,1~3,never,1,0,0,1,0,0
Home,Alone,Sunny,80.0,6PM,Restaurant(20-50),1d,Female,50plus,Married partner,1.0,High School Graduate,Sales & Related,$37500 - $49999,,never,gt8,4~8,1~3,less1,1,0,0,1,0,0
No Urgent Place,Partner,Sunny,80.0,2PM,Coffee House,2h,Male,46,Married partner,1.0,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,,never,never,less1,4~8,1~3,1,0,0,0,1,1
Work,Alone,Sunny,55.0,7AM,Restaurant(<20),1d,Male,46,Married partner,1.0,Some college - no degree,Computer & Mathematical,$62500 - $74999,,never,1~3,4~8,1~3,1~3,1,0,0,0,1,1
Home,Alone,Sunny,80.0,10PM,Carry out & Take away,1d,Male,41,Married partner,0.0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,,less1,less1,gt8,gt8,4~8,1,0,0,1,0,1
Work,Alone,Sunny,55.0,7AM,Bar,1d,Male,26,Single,0.0,Bachelors degree,Business & Financial,$100000 or More,,4~8,1~3,1~3,1~3,less1,1,1,1,0,1,1
Home,Alone,Sunny,80.0,6PM,Coffee House,1d,Male,21,Unmarried partner,0.0,Bachelors degree,Student,Less than $12500,,1~3,less1,4~8,1~3,less1,1,0,0,1,0,0
Home,Alone,Sunny,80.0,10PM,Restaurant(20-50),1d,Female,50plus,Single,1.0,Some college - no degree,Unemployed,Less than $12500,,never,1~3,less1,1~3,less1,1,1,0,0,1,0
No Urgent Place,Alone,Rainy,55.0,10AM,Coffee House,1d,Male,21,Unmarried partner,0.0,Some college - no degree,Student,Less than $12500,,less1,1~3,4~8,4~8,1~3,1,1,0,0,1,0
Work,Alone,Sunny,80.0,7AM,Coffee House,2h,Male,36,Married partner,0.0,Graduate degree (Masters or Doctorate),Sales & Related,$100000 or More,,1~3,less1,1~3,4~8,1~3,1,0,0,1,0,1
Home,Kid(s),Sunny,55.0,10PM,Restaurant(20-50),1d,Female,50plus,Married partner,1.0,High School Graduate,Sales & Related,$37500 - $49999,,never,gt8,4~8,1~3,less1,1,1,0,1,0,0
No Urgent Place,Friend(s),Sunny,80.0,10AM,Carry out & Take away,2h,Female,21,Single,0.0,Bachelors degree,Student,$100000 or More,,1~3,never,1~3,1~3,4~8,1,1,0,0,1,1
Home,Alone,Sunny,30.0,6PM,Carry out & Take away,2h,Female,41,Married partner,1.0,Graduate degree (Masters or Doctorate),Business & Financial,$75000 - $87499,,less1,1~3,gt8,4~8,less1,1,1,0,1,0,1
No Urgent Place,Friend(s),Snowy,30.0,10AM,Carry out & Take away,1d,Male,36,Married partner,1.0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$100000 or More,,never,never,less1,1~3,1~3,1,1,0,0,1,1
Work,Alone,Snowy,30.0,7AM,Restaurant(<20),1d,Male,31,Single,0.0,Some college - no degree,Transportation & Material Moving,$50000 - $62499,,1~3,4~8,4~8,4~8,1~3,1,1,0,0,1,1
Work,Alone,Sunny,55.0,7AM,Bar,1d,Male,36,Single,0.0,Bachelors degree,Business & Financial,$100000 or More,,less1,1~3,gt8,gt8,1~3,1,1,1,0,1,1
No Urgent Place,Friend(s),Sunny,80.0,2PM,Coffee House,1d,Female,21,Single,0.0,Some college - no degree,Management,$25000 - $37499,,4~8,less1,gt8,1~3,1~3,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,6PM,Restaurant(<20),2h,Female,26,Unmarried partner,0.0,Some college - no degree,Office & Administrative Support,$50000 - $62499,,1~3,never,4~8,4~8,less1,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,55.0,2PM,Restaurant(<20),1d,Female,50plus,Married partner,1.0,Some college - no degree,Education&Training&Library,$25000 - $37499,,never,less1,gt8,4~8,less1,1,1,0,0,1,0
No Urgent Place,Partner,Rainy,55.0,10AM,Carry out & Take away,2h,Female,21,Unmarried partner,0.0,Bachelors degree,Education&Training&Library,$25000 - $37499,,1~3,1~3,less1,1~3,never,1,0,0,0,1,1
Home,Alone,Sunny,80.0,6PM,Bar,2h,Male,26,Single,0.0,Bachelors degree,Business & Financial,$100000 or More,,4~8,1~3,less1,1~3,less1,1,0,0,1,0,0
Home,Alone,Sunny,80.0,10PM,Carry out & Take away,1d,Male,41,Divorced,1.0,Associates degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,4~8,4~8,1~3,1~3,less1,1,0,0,1,0,1
No Urgent Place,Friend(s),Sunny,80.0,2PM,Coffee House,2h,Female,26,Single,0.0,Associates degree,Unemployed,Less than $12500,,1~3,less1,4~8,less1,4~8,1,1,0,0,1,1
Home,Partner,Sunny,,6PM,Restaurant(<20),1d,Female,31,Married partner,0.0,Some college - no degree,Computer & Mathematical,$100000 or More,,less1,less1,gt8,4~8,less1,1,1,1,0,1,1
No Urgent Place,Friend(s),Sunny,80.0,2PM,Coffee House,1d,Female,26,Single,0.0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,never,never,1~3,less1,less1,1,1,0,0,1,0
Work,Alone,Sunny,55.0,7AM,Coffee House,2h,Female,41,Single,1.0,Some college - no degree,Office & Administrative Support,$25000 - $37499,,less1,1~3,1~3,1~3,never,1,1,0,0,1,0
Home,Alone,Sunny,55.0,6PM,Bar,1d,Female,26,Single,0.0,Some college - no degree,Office & Administrative Support,$37500 - $49999,,4~8,4~8,4~8,4~8,less1,1,0,0,1,0,1
No Urgent Place,Kid(s),Sunny,80.0,10AM,Restaurant(<20),2h,,31,Married partner,1.0,Some college - no degree,Education&Training&Library,$50000 - $62499,,less1,1~3,4~8,4~8,less1,1,1,0,0,1,1
Work,Alone,Rainy,55.0,7AM,Restaurant(<20),2h,Female,,Single,0.0,Some college - no degree,Healthcare Support,Less than $12500,,never,1~3,less1,4~8,less1,1,1,1,0,1,0
Work,Alone,Sunny,80.0,7AM,Restaurant(<20),2h,Male,21,Single,0.0,High School Graduate,Unemployed,Less than $12500,,4~8,gt8,less1,1~3,never,1,0,0,1,0,0
No Urgent Place,Alone,Sunny,55.0,6PM,Coffee House,2h,Male,26,Single,0.0,Bachelors degree,Food Preparation & Serving Related,$50000 - $62499,,4~8,1~3,4~8,1~3,4~8,1,0,0,0,1,1
Home,Alone,Sunny,55.0,6PM,Bar,1d,Male,50plus,Married partner,1.0,Bachelors degree,Retired,$87500 - $99999,,never,never,less1,1~3,less1,1,0,0,1,0,1
Work,Alone,Sunny,55.0,7AM,Coffee House,2h,Male,26,Single,0.0,Some college - no degree,Healthcare Support,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,2PM,Restaurant(<20),2h,Male,31,Married partner,1.0,Bachelors degree,Architecture & Engineering,$87500 - $99999,,less1,less1,4~8,less1,less1,1,1,0,0,1,0
Home,Alone,Rainy,55.0,6PM,Bar,1d,Female,50plus,Married partner,1.0,Bachelors degree,Unemployed,$87500 - $99999,,never,4~8,1~3,4~8,1~3,1,1,1,0,1,0
Work,Alone,Sunny,55.0,7AM,Bar,1d,Female,41,Married partner,1.0,Bachelors degree,Business & Financial,$100000 or More,,1~3,less1,less1,1~3,1~3,1,1,1,0,1,0
No Urgent Place,Friend(s),Snowy,30.0,10AM,Carry out & Take away,1d,Male,36,Married partner,0.0,Associates degree,Management,$100000 or More,,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1,1
No Urgent Place,Friend(s),Snowy,30.0,2PM,Restaurant(<20),1d,Female,below21,Unmarried partner,0.0,High School Graduate,Student,Less than $12500,,never,4~8,1~3,4~8,less1,1,0,0,0,1,1
Home,Alone,Sunny,80.0,6PM,Coffee House,2h,Male,26,Single,0.0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,Scooter and motorcycle,less1,4~8,4~8,1~3,never,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,55.0,6PM,Coffee House,2h,Female,31,Married partner,1.0,Bachelors degree,Life Physical Social Science,$37500 - $49999,,never,less1,4~8,4~8,less1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,80.0,10AM,Restaurant(<20),2h,Female,21,Married partner,1.0,Bachelors degree,Unemployed,$37500 - $49999,,never,less1,1~3,1~3,less1,1,0,0,0,1,1
Home,Alone,Sunny,55.0,6PM,Bar,1d,Male,50plus,Single,0.0,Some college - no degree,Office & Administrative Support,$12500 - $24999,,1~3,1~3,less1,1~3,less1,1,0,0,1,0,1
Home,Alone,Sunny,30.0,6PM,Carry out & Take away,1d,,21,Unmarried partner,0.0,Bachelors degree,Unemployed,$37500 - $49999,,never,4~8,1~3,1~3,less1,1,0,0,0,1,1
Home,Alone,Sunny,999.0,10PM,Restaurant(<20),2h,Male,36,Unmarried partner,1.0,Bachelors degree,Retired,$37500 - $49999,,1~3,4~8,4~8,1~3,1~3,1,0,0,1,0,0
Home,Alone,Sunny,80.0,10PM,Bar,1d,Female,50plus,Divorced,1.0,Graduate degree (Masters or Doctorate),Community & Social Services,$25000 - $37499,,never,1~3,less1,4~8,less1,1,1,0,1,0,0
Work,Alone,Rainy,55.0,7AM,Bar,1d,Female,21,Unmarried partner,0.0,Bachelors degree,Sales & Related,$25000 - $37499,,1~3,4~8,4~8,1~3,1~3,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,999.0,2PM,Carry out & Take away,1d,Male,26,Single,0.0,Bachelors degree,Office & Administrative Support,$50000 - $62499,,4~8,never,4~8,1~3,less1,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,80.0,10AM,Bar,1d,Male,31,Married partner,1.0,Bachelors degree,Management,$50000 - $62499,,never,never,never,less1,,1,0,0,0,1,0
Home,Alone,Sunny,80.0,6PM,Restaurant(<20),2h,Male,26,Single,0.0,Associates degree,Management,$37500 - $49999,,4~8,1~3,4~8,1~3,less1,1,0,0,1,0,1
Home,Alone,Rainy,55.0,6PM,Bar,1d,Male,31,Married partner,1.0,High School Graduate,Computer & Mathematical,$87500 - $99999,,never,1~3,less1,4~8,less1,1,1,1,0,1,0
No Urgent Place,Alone,Sunny,80.0,10AM,Restaurant(<20),2h,Male,31,Married partner,1.0,Bachelors degree,Computer & Mathematical,$75000 - $87499,,1~3,never,less1,less1,less1,1,0,0,0,1,1
No Urgent Place,Friend(s),Sunny,55.0,2PM,Coffee House,1d,Female,26,Single,0.0,Bachelors degree,Unemployed,$25000 - $37499,,never,less1,1~3,4~8,never,1,0,0,0,1,1
Home,Alone,Snowy,30.0,10PM,Restaurant(20-50),2h,Female,41,Married partner,1.0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,less1,4~8,gt8,1~3,less1,1,0,0,0,1,0
Work,Alone,Sunny,30.0,7AM,Bar,1d,Male,21,Single,0.0,High School Graduate,Unemployed,Less than $12500,,4~8,gt8,less1,1~3,never,1,0,0,0,1,0
Work,Alone,Snowy,30.0,7AM,Coffee House,1d,Female,26,Single,0.0,Bachelors degree,Unemployed,$25000 - $37499,,1~3,never,1~3,4~8,1~3,1,0,0,1,0,0
No Urgent Place,Friend(s),Snowy,30.0,10PM,Carry out & Take away,1d,Male,below21,Unmarried partner,0.0,Some college - no degree,Student,$87500 - $99999,,never,1~3,1~3,1~3,less1,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80.0,6PM,Restaurant(<20),1d,Female,31,Married partner,1.0,Some college - no degree,Office & Administrative Support,$37500 - $49999,,1~3,1~3,4~8,1~3,less1,1,1,0,0,1,1
Home,Alone,Sunny,80.0,10PM,Restaurant(20-50),1d,Male,31,Single,0.0,Associates degree,Unemployed,Less than $12500,,less1,less1,less1,1~3,less1,1,0,0,0,1,0
No Urgent Place,Friend(s),Sunny,55.0,2PM,Carry out & Take away,1d,,50plus,Single,0.0,Bachelors degree,Computer & Mathematical,$75000 - $87499,,1~3,never,1~3,4~8,1~3,1,1,0,0,1,1
Home,Alone,Sunny,999.0,6PM,Restaurant(20-50),1d,Female,31,Married partner,1.0,Some college - no degree,Education&Training&Library,$50000 - $62499,,less1,1~3,4~8,4~8,less1,1,1,0,0,1,1
No Urgent Place,Kid(s),Sunny,80.0,2PM,Restaurant(20-50),1d,Female,50plus,Married partner,1.0,Bachelors degree,Sales & Related,$50000 - $62499,,4~8,4~8,1~3,1~3,less1,1,0,0,0,1,0
Work,Alone,Rainy,55.0,7AM,Carry out & Take away,1d,Female,21,Unmarried partner,0.0,Some college - no degree,Unemployed,$87500 - $99999,,1~3,gt8,4~8,4~8,less1,1,0,0,0,1,1
